,text
13541,جهانگردی معادل سیاحت است.
13542,کولاک برف همراه باد و طوفان است.
13543,بنا کسی است که ساختمان می‌سازد.
13544,گزیر معادل چاره و علاج است.
13545,بد فرجام معادل بدعاقبت و بدانجام است.
13546,کباب شده، برشته است.
13547,شکم بخشی از بدن آدمی است.
13548,اسفرم گل و گیاه معطر است.
13549,جنس خریدنی از مغازه است.
13550,زیان آور معادل مضر است.
13551,ماندگی معادل خستگی است.
13552,امراض معادل بیماری‌ها است.
13553,بگ امیر قبیله کوچک است.
13554,وکیل الرعایا لقب کریم خان زند است.
13555,من ضمیر خودخواه است.
13556,توانا معادل نیرومند و قادر است.
13557,التماس درخواست عاجزانه است.
13558,مانتو بالاپوش خانم‌ها است.
13559,کهنزه معادل خمیازه است.
13560,دنبال معادل پشت و عقب است.
13561,اسبق معادل پیشتر و جلوتر است.
13562,عداوت معادل عناد و دشمنی است.
13563,باب معادل مرسوم است.
13564,وضو دست نماز است.
13565,احساس معادل عاطفه است.
13566,نجف آباد شهری در استان اصفهان است.
13567,رساندن تحویل دادن است.
13568,راهی شده، روانه است.
13569,اناربیج از غذاهای محلی ‌گیلان است.
13570,نخست معادل اول است.
13571,کریشنا از خدایان هندی است.
13572,جالینوس از پزشکان یونان باستان بود.
13573,اشکوب هر طبقه ساختمان است.
13574,نوکار تازه کار است.
13575,سخندان معادل ادیب و نکته‌سنج است.
13576,دریادل معادل شجاع و قوى است.
13577,سیه چشمه نام قدیم چالدران است.
13578,دونده از ورزشکاران است.
13579,تیرگی معادل سیاهی و کدورت است.
13580,آتلانتا مرکز ایالت جورجیای آمریکا است.
13581,کرامول دیکتاتور انگلیسی است.
13582,رسیدگی تحقیق و دقت در امری است.
13583,دمساز معادل موافق است.
13584,پتر کبیر تزار روسیه از ۷ مه ۱۶۸۲ تا سال ۱۶۹۶ میلادی است.
13585,ای ویتامین جوانه‌گندم است.
13586,همشهری مردمانی از یک شهر است.
13587,تاریکی مقابل روشنایی است.
13588,دیندار معادل متدین است.
13589,مشورت معادل رایزنی است.
13590,نهانگاه معادل مخفیگاه است.
13591,نامبرده معادل مذکور است.
13592,صفرا معادل زرداب است.
13593,لما گل تاجریزی است.
13594,صاع معادل پیمانه است.
13595,جاندی مخترع صفحه تلفن است.
13596,دای چینه گلی است.
13597,متردد معادل دودل و مردد است.
13598,یله معادل رها و آزاد است.
13599,مخل معادل اخلال‌گر است.
13600,حاجز جدا کننده دو چیز است.
13601,فلز جسم معدنی چکش خوار است.
13602,یرسن کاشف میکروب طاعون است.
13603,زرتشت پیامبر ایران باستان است.
13604,مجتهد فقیه دینی است.
13605,ناقص معادل ناتمام است.
13606,قمپز لاف زنی و خودنمایی است.
13607,عامل معادل پیشکار است.
13608,بیص معادل تنگی و سختی است.
13609,فج میوه خام است.
13610,رحلت معادل وفات است.
13611,رزان درخت تاک است.
13612,زیج جدول محاسبات نجومی است.
13613,زعم معادل گمان و ظن است.
13614,تلیسه گاو ماده جوان است.
13615,نماز ستون دین است.
13616,هرند از شهرهای اصفهان است.
13617,تقلیل معادل کاستن است.
13618,غنی معادل ثروتمند است.
13619,زیرا برای اینکه است.
13620,کیخا از طوایف سیستان است.
13621,آدام اسمیت پدر علم اقتصاد است.
13622,وجود معادل بود و هستی است.
13623,اطهر معادل پاکیزه‌تر است.
13624,همراه رفت آمد می‌آید.
13625,زیتون سوغاتی رودبار است.
13626,تغذیه معادل خوراک است.
13627,هاردی هم‌بازی لورل است.
13628,نان خامه‌ای شیرینی محبوب است.
13629,بلایا معادل آفات و صدمات است.
13630,سان خوزه پایتخت کاستاریکا است.
13631,مقدم اقدام کننده است.
13632,سرانکوه آبشاری در استان‌کرمان است.
13633,اندونزی از کشورهای آسیایی به پایتختی جاکارتا است.
13634,نوا صدای آهنگین است.
13635,قدرت ایمان اثری از دانیل استیل است.
13636,زیبا بروفه از بازیگران مجموعه آسپرین است.
13637,پیشگیری، بهتر از درمان است.
13638,آبک معادل جیوه و سیماب است.
13639,آپاراتی معادل پنچرگیری است.
13640,پس هوای فرار است.
13641,بادیه کاسه مسی است.
13642,بزاق آب دهان است.
13643,شابک شماره استاندارد بین المللی کتاب است.
13644,بای معادل ثروتمند و غنی است.
13645,چر نوای موسیقی است.
13646,جو معادل اتمسفر است.
13647,کرپ نوعی پارچه است.
13648,کم‌کم به تدریج است.
13649,آبسته معادل جاسوس است.
13650,شمع نماد روشنایی در هفت سین است.
13651,کاف از حروف الفبا است.
13652,تجهیزات معادل ساز و برگ است.
13653,پاپوش کنایه از توطئه سازی است.
13654,اجی معادل وزیر و آقا است.
13655,بکا گریه کردن است.
13656,خسوف ماه گرفتگی است.
13657,بزک معادل خودآرایی است.
13658,جهیده و رها شده، جسته است.
13659,همت معادل پشتکار و تلاش است.
13660,رپ سبکی در موسیقی است.
13661,نج درون دهان است.
13662,از مد افتاده، دمده است.
13663,دری که خب بسته شده باشد، کیپ است.
13664,چاک شکاف لباس است.
13665,شخصی که از هنر چیزی نمی‌داند، بی هنر است.
13666,مناعت بلند طبعی است.
13667,تفتیش جستجو کردن است.
13668,سهولت آسان شدن است.
13669,بومهن از توابع استان‌تهران است.
13670,تجسس جستجو کردن است.
13671,کتیبه لوح سنگی است.
13672,فراورده معادل کالا و محصول است.
13673,نحس معادل بدشگون است.
13674,موزه شوش از آثار تاریخی خوزستان است.
13675,فروفرستاده، نازل است.
13676,کیکاووس از امیرزادگان دودمان زیاریان و نویسندهٔ کتاب قابوس‌نامه بود.
13677,رخام سنگ مرمر است.
13678,کامیاب معادل بهره‌مند و موفق است.
13679,آزمندی معادل حرص است.
13680,قیصر لقب شاهان‌روم است.
13681,یکان اولین رقم از سمت راست عدد است.
13682,اروج درخت سرو کوهی است.
13683,لات بی سر و پا است.
13684,انگلیس کشور بریتانیا است.
13685,نخیل معادل خرمابن است.
13686,راجستان از ایالت‌های هندوستان است.
13687,هفت از اعداد است.
13688,سارایوو مرکز بوسنی هرزگوین است.
13689,نق زدنی بچه است.
13690,گل سمبل شادابی در هفت سین است.
13691,اکتبر ماه دهم میلادی است.
13692,قلاب سگک کمربند است.
13693,ادله معادل حجت‌ها و دلایل است.
13694,آسه دومین مهره گردن انسان است.
13695,فتا پلیس سایبری کشورمان است.
13696,گرو معادل در رهن بودن است.
13697,انزل معادل پست‌تر است.
13698,نهور معادل چشم و نگاه است.
13699,مفاسد معادل تباهی‌ها است.
13700,جان به سر مضطرب و نگران شدن است.
13701,بوق معادل شیپور و کرنا است.
13702,اینترپل پلیس بین الملل است.
13703,رزمجو معادل جنگجو و مبارز است.
13704,افق کرانه آسمان است.
13705,دست عضو فعال است.
13706,جت هواپیمای عجول است.
13707,قلب جای محبت است.
13708,هانت حرکتی در کاراته است.
13709,نام یکی از نجبای ایران که پدربزرگ بهرام چوبین باشد، گشسب است.
13710,تسلا از مخترعین رادیو است.
13711,فر معادل شکوه است.
13712,دها معادل مکر و حیله است.
13713,سی نت آخر است.
13714,هورن دریاچه‌ای در کانادا است.
13715,آکله معادل جذام است.
13716,اوز شهری در فارس است.
13717,بیتا بی مانند و بی همتا است.
13718,روز وقت فعالیت است.
13719,توپ واحد شمارش پارچه است.
13720,بزاز پارچه فروش است.
13721,رازیانه از گیاهان دارویی است.
13722,انفجار ترکیدن بمب است.
13723,ماده روغنی که از نفت استخرج می‌شود، وازلین است.
13724,خیزاب معادل موج است.
13725,شادمان معادل خوشحال است.
13726,ایده معادل فکر و نظر است.
13727,بیشاپور از معروف‌ترین شهرهای تاریخی برجای مانده از دوران ساسانیان در استان فارس است.
13728,سارای فیلمی از یدا … صمدی است.
13729,مسجل معادل قطعی‌شده است.
13730,میکائیل از فرشتگان مقرب الهی است.
13731,دوگانگی معادل مغایرت و اختلاف است.
13732,جهاز بردنی عروس به خانه‌بخت است.
13733,شلوغی معادل ازدحام است.
13734,ویژگی گیاه یا مویی که بسیار نزدیک‌به‌هم روییده باشد، پرپشت است.
13735,هیولا مجموعه طنزی از مهران مدیری است.
13736,سکون آرام گرفتن است.
13737,جیغ معادل فریاد است.
13738,گله گزاری شکایت کردن است.
13739,کسانی که در جایی ساکن شده‌اند، سکنه است.
13740,ماجرا حادثه و اتفاق و رویداد است.
13741,وزان صفت باد است.
13742,بی‌شمار معادل فراوان و بی‌نهایت است.
13743,اوینار فیلمی از شهرام‌اسدی است.
13744,همراه بانک از خدمات الکترونیکی ارائه شده در بانک‌ها است.
13745,نشان دار دارای نشان و علامت است.
13746,پر افاده بسیار متکبر است.
13747,کالیفرنیا ایالتی با مرکز ساکرامنتو است.
13748,رنگ اصول یکی از گوشه‌های دستگاه سه گاه است.
13749,ریاضت تحمل رنج و مشقت است.
13750,محاسب معادل آمارگیر است.
13751,لانسینگ مرکز ایالت میشیگان است.
13752,مارشال رومل سردار آلمانی ملقب به روباه صحرا است.
13753,مضحکه مایه خنده است.
13754,گلوکز ماده قندی در اغلب میوه‌ها است.
13755,ساروی اهل شهر ساری است.
13756,ساردین ماهی کنسروی است.
13757,لیلا بلوکات بازیگر سریال دراکولا است.
13758,تگرگ گونه‌ای بارش است.
13759,مجبور معادل ناچار و ناگزیر است.
13760,مخبر معادل خبرنگار است.
13761,رندی معادل زیرکی و زرنگی است.
13762,وام معادل بدهی است.
13763,بختک معادل کابوس است.
13764,مرز معادل سرحد است.
13765,بازو میان شانه و آرنج دست است.
13766,ماک نوعی مدل ماشین سنگین است.
13767,امحا محو کردن است.
13768,ال سی دی نوعی مدل تلویزیون است.
13769,اکس قرص روان گردان است.
13770,یکه رو تک رو است.
13771,مطبوع معادل دلپذیر و خوشایند است.
13772,مباح حلال شرعی است.
13773,ناتو پیمان ناقلا است.
13774,مدرک معادل سند و دلیل است.
13775,وخیم معادل دشوار و ناگوار است.
13776,ملاج بخش نرم جمجمه نوزاد است.
13777,کماس نوعی تنگ سفالی است.
13778,رکیک سخن زشت و درشت است.
13779,دنس چرک و آلوده شدن جامه است.
13780,روزه عبادت ماه رمضان است.
13781,میزبان معادل مهماندار است.
13782,سوزن وسیله خیاطی است.
13783,حمص معادل نخود است.
13784,ناشیگری معادل بی‌تجربگی است.
13785,انسجام معادل هماهنگی است.
13786,کوواکسین از واکسن‌های ضد کرونا ساخته شده کشور هندوستان است.
13787,صراحت خالص و بی غش گردیدن است.
13788,آناستازی جنگ ساسانیان با امپراطوری روم شرقی است.
13789,نامزدی یکی از بهترین دوران قبل از عروسی است.
13790,شکم قسمتی از بدن انسان است.
13791,تات نژادی از فارسی زبانان است.
13792,نامادری زن بابا است.
13793,آرمین نام پسر کیقباد است.
13794,لسان زبان تازی است.
13795,ایل معادل طایفه است.
13796,می‌نوعی پیشوند فعل ماضی است.
13797,ابله از بیماری‌ها است.
13798,زین صندلی اسب است.
13799,میزا شهری در ایالت آریزونای آمریکا است.
13800,ساری مرکز استان مازندران است.
13801,یوک سیخ آهنی است.
13802,نماینده هر یک از اعضای مجلس شورای اسلامی ایران است.
13803,جا افتادن به خوبی پخته شدن غذا است.
13804,کاندیدا داوطلب انتخاباتی است.
13805,متوالی پشت سر هم است.
13806,کرنا شیپور بزرگ است.
13807,سالامی کالباس خشک است.
13808,آند قطب مثبت باطری است.
13809,لا معادل میان است.
13810,لم معادل شگرد و تکنیک است.
13811,لی قدم یک پا است.
13812,آماسیده معادل متورم است.
13813,سکه پول فلزی است.
13814,بارانی نوعی لباس زمستانی است.
13815,ازیریس رب النوع مصری است.
13816,مری لوله گوارشی است.
13817,منیزیوم فلز نقره‌ای و سبک است.
13818,ایندیانا از ایالت‌های غرب میانه آمریکا است.
13819,استحمام به گرمابه رفتن است.
13820,کالانما معادل فارسی کاتالوگ است.
13821,مماس به هم ساییده‌شده است.
13822,بحری معادل دریایی است.
13823,زایمان وضع حمل است.
13824,ساباتا فیلمی از پارولینی است.
13825,سخره کار بی‌مزد و اجرت است.
13826,حاتمی کارگردان هزاردستان است.
13827,مجیر پناه دهنده است.
13828,ایندرا خدای‌آسمان هندوها است.
13829,مانستن مانند شدن است.
13830,کندن حفر کردن است.
13831,چگالش تبدیل گاز به ماده جامد است.
13832,مهر ماه شروع مدارس است.
13833,غنج معادل ناز و کرشمه است.
13834,بغ معادل بت و صنم است.
13835,تو معادل درون است.
13836,جوی معادل نهر است.
13837,عاجل معادل شتابنده است.
13838,جبری مخالف اختیاری است.
13839,بازو جایگاه زور است.
13840,لان معادل گودال است.
13841,غب معادل برکه است.
13842,خدابنده نخستین پادشاه مغول شیعه است.
13843,آهن معادل حدید است.
13844,یورش معادل تاخت و تاز است.
13845,تفت از شهرهای استان یزد است.
13846,تمشیت سامان دادن است.
13847,برزول از شهرهای استان همدان است.
13848,مهب جای وزش باد است.
13849,آرنج لولای دست است.
13850,موج سودا آلبومی از سینا سرلک است.
13851,آس معادل شالوده است.
13852,اهلی دست آموز است.
13853,مغنی معادل مطرب است.
13854,لبنی محصولات شیر است.
13855,چرند سخن بیهوده است.
13856,جمع بندی نتیجه گرفتن از بحث‌ها و استدلال‌ها است.
13857,هوتن خوش اندام است.
13858,رفو اصلاح کردن جامه است.
13859,شاغول ابزار بنایی است.
13860,بیشتر معادل افزون‌تر است.
13861,ژنراتور مولد برق است.
13862,فاخر معادل گرانمایه است.
13863,دستاویز معادل ایراد و بهانه است.
13864,فینه کلاه مردمان مصری است.
13865,روز سوم از فیلم‌های محمدحسین لطیفی است.
13866,درزی معادل خیاط است.
13867,الغدیر اثری از علامه امینی است.
13868,باری خودروی حمل کالا است.
13869,سهم معادل بهره است.
13870,جفنگ سخن بی معنی است.
13871,ذلت معادل خواری است.
13872,اردو زبان مردم پاکستان است.
13873,نیرو معادل زور و قوت است.
13874,کاهو سبزی سالاد است.
13875,مقام معادل سمت و پست است.
13876,نروژ کشور هزار خلیج است.
13877,وارد معادل ماهر است.
13878,استیلن گاز جوشکاری است.
13879,سبک معادل استیل است.
13880,التزامی نوعی فعل مضارع است.
13881,لائوس کشوری در شبه جزیره هند و چین است.
13882,آله معادل ایزد است.
13883,نغمه معادل آواز است.
13884,رزم معادل مبارزه است.
13885,قند همنشین چای است.
13886,گیج معادل سرگشته است.
13887,اموال معادل مایملک و ثروت‌ها است.
13888,سفینه معادل کشتی است.
13889,تز معادل گنجشک است.
13890,گذر معادل راه و جاده است.
13891,چرک معادل آلوده و کثیف است.
13892,لوم معادل سرزنش است.
13893,حلم معادل شکیبایی است.
13894,لینیت زغال سنگ نیمه مرغوب است.
13895,استکشاف معادل جستجو و تجسس است.
13896,شلیل از میوه‌ها است.
13897,سیلان سرزمین چای بود.
13898,فیلسوف اهل فلسفه است.
13899,لنز قسمتی از دوربین است.
13900,دالکی رود جاری در فارس و بوشهر است.
13901,کهک شهری در استان قم است.
13902,نخل درخت خرما است.
13903,ارث از متوفی به جا می‌ماند.
13904,نادرآباد نام قدیم قندهار است.
13905,گلبانو اثری از مهدی اعتمادی است.
13906,خباثت معادل بدجنسی است.
13907,الیزه کاخ معروف فرانسه است.
13908,تشکر معادل سپاسگزاری است.
13909,آکتریس هنرپیشه زن است.
13910,ازبک طایفه‌ای از تاتار است.
13911,کلریدریک اسیدی در معده انسان است.
13912,سنا گیاهی گرمسیری با برگ‌های باریک است.
13913,دروس جمع درس است.
13914,چاقو سوغات زنجان است.
13915,کلاغ پرنده سیاه است.
13916,بلیز از کشورهای آمریکای مرکزی است.
13917,ریپ نامتوازن کار کردن موتور ماشین است.
13918,پا در رکاب مهیا برای سفر است.
13919,بلاش از پادشاهان اشکانی است.
13920,یثرب نام قدیم مدینه است.
13921,چال معادل گودال است.
13922,سراغ معادل نشان است.
13923,تنگه واشی اثر طبیعی فیروزکوه است.
13924,بی دست و پا معادل دست و پاچلفتی است.
13925,تامینات اداره آگاهی‌سابق است.
13926,برم از هالوژنها است.
13927,قیاس معادل سنجش است.
13928,معین از فرهنگ‌های لغت فارسی است.
13929,نقده شهری در استان آذربایجان غربی است.
13930,بزرگ مخالف کوچک است.
13931,لاله گل شهیدان است.
13932,نیوجرسی ایالتی در آمریکا است.
13933,تایتانیک کشتی معروف است.
13934,قاتل اهلی فیلمی از مسعود کیمیایی است.
13935,وقعه کارزار، جنگ است.
13936,بلوک قطعه‌ای از مصالح ساختمانی است.
13937,بزه معادل گناه و جرم است.
13938,آرمان شهر مدینه فاضله است.
13939,آناس معادل مردمان است.
13940,مرگ دیگری فیلمی به کارگردانی محمدرضا هنرمند است.
13941,شاق معادل دشوار است.
13942,کویت کشوری آسیایی و عربی است.
13943,کاردانی مقطع فوق‌دیپلم است.
13944,درخشان معادل تابناک است.
13945,نارکوک معادل افیون و تریاک است.
13946,روزانه مربوط به روز است.
13947,آندورا کشوری در همسایگی فرانسه است.
13948,منامه پایتخت بحرین است.
13949,آویزان معادل معلق است.
13950,ایرمان مهمان ناخوانده است.
13951,دامداری پرورش حیوانات اهلی است.
13952,ساوه شهری در استان مرکزی است.
13953,جامه دان صندوق لباس است.
13954,برهم خوردن پریشان شدن است.
13955,تلقین معادل القا است.
13956,کثرت آمد و شد، روارو است.
13957,استادکار سرپرست کارگران است.
13958,یوری نام کوچک گاگارین اولین فضانورد است.
13959,سلیل کوهان شتر، مغز حرام است.
13960,اجناد لشکرها، سپاهیان است.
13961,موکب همراهان شخص صاحب نام است.
13962,سورشجان شهری در چهارمحال و بختیاری است.
13963,آخری معادل پسین است.
13964,توضیح ندارد، گد است.
13965,رمز زمان فیلمی با بازی سلما هایک است.
13966,سینوفارم از واکسن‌های ضدکرونا است.
13967,خمینی شهر شهری در استان اصفهان است.
13968,آسایشگاه محل نگهداری سالمندان است.
13969,یشم از گونه‌های عتیق است.
13970,ماست از لبنیات است.
13971,کارگر گرداننده چرخ صنعت است.
13972,آریا نژاد ایرانیان است.
13973,تو سرخ نوعی پرتقال است.
13974,هواکره معادل اتمسفر است.
13975,ناسا سازمان فضایی آمریکا است.
13976,ترا مخفف تو را است.
13977,شهریار فرمانروای شهر است.
13978,بمب سلاح ویرانگر است.
13979,شاه بلوط از درختان جنگلی است.
13980,گشنیز از سبزیجات است.
13981,اسنان معادل دندان‌ها است.
13982,راسول شهری در ایالت نیومکزیکو است.
13983,ماحی فیلمی از داوود خیام است.
13984,اطهار معادل پاکیزگان است.
13985,بیراه معادل منحرف است.
13986,عرش بلندی آسمان است.
13987,کمربندی که در اتومبیل می‌‌بندند، ایمنی است.
13988,فاسق معادل گناهکار است.
13989,سیراب مقابل تشنه است.
13990,گاندو تمساح پوزه‌ کوتاه است.
13991,نارو زدن خیانت کردن به کسی است.
13992,قلاب سنگ معادل فلاخن است.
13993,انگاردن تصور کردن است.
13994,هشتی دالان ورودی خانه‌‌های قدیمی است.
13995,شکاری نوعی تفنگ است.
13996,سنتی نوعی سبک موسیقی است.
13997,شیخ مفید از علمای برجسته شیعه سده ۴ هجری است.
13998,معوج خمیده و کج و ناراست است.
13999,ناروا معادل ناشایست و ناجایز است.
14000,لشگری کشتی ‌گیر سابق کشورمان با نام کوچک احسان است.
14001,فیسا فدراسیون جهانی قایق‌رانی است.
14002,خراشیدن ایجاد بریدگی و زخم کردن است.
14003,سیرنگ معادل سیمرغ است.
14004,دست زده، بسوده است.
14005,کندری وزیر طغرل است.
14006,کاردک از وسایل نقاشان است.
14007,کشتی ورزش پهلوانی است.
14008,اکتان درجه خلوص بنزین است.
14009,یاسوکند از شهرهای استان کردستان است.
14010,تگری جامه‌ای با خال‌های برجسته است.
14011,دودکش معادل تنوره است.
14012,خرده گیر عیب جو و ایرادگیر است.
14013,هیناهین معادل در حال شتاب و تعجیل است.
14014,مهره مار اثری از محمود اعتمادزاده است.
14015,نعل پاافزار ستور است.
14016,رضا ناجی از بازیگران نهنگ عنبر است.
14017,ایندیوم عنصر شماره ۴۹ اتمی است.
14018,موسوره جانوری از راسته گوشتخواران شبیه سمور به اندازه گربه است.
14019,وقفیت وقف بودن است.
14020,مقدار کالری آلوی زرد در ۱۰۰ گرم ۷۵ می‌باشد.
14021,سنت جیمز کاخ مشهور انگلستان است.
14022,عسرت معادل تنگدستی است.
14023,عایدی معادل درآمد و مستمری است.
14024,وحدانیت معادل یگانگی است.
14025,عید اضحی نام دیگر عید قربان است.
14026,پودر معادل گرد است.
14027,ادراج داخل کردن است.
14028,مهرگانی لحن بیست و پنجم باربد است.
14029,زیتونی سبز مایل به زرد است.
14030,بدبختی معادل شقاوت است.
14031,خوابگاه محل استراحت است.
14032,رفیع بلند قدر و مرتبه است.
14033,اسفند ماه آخر سال است.
14034,هوده معادل سود و فایده است.
14035,خارپشت جوجه تیغی است.
14036,راتاتویی غذای‌سنتی فرانسوی است.
14037,عقب افتاده معادل معلول است.
14038,آرش مجیدی بازیگر سریال زیر هشت است.
14039,هزلیات معادل لطیفه‌ها است.
14040,آنی هال فیلمی از وودی‌آلن است.
14041,جمع شده، مضموم است.
14042,رک حرف صریح است.
14043,دجله رود عراق است.
14044,ادبیات علم سخنوری است.
14045,غرور معادل تکبر و خودبینی است.
14046,بدن معادل تن و کالبد است.
14047,عصا معادل چوبدستی است.
14048,ایار از ماه‌های سریانی است.
14049,انهدام ویران گشتن است.
14050,عیوب معادل نقص‌ها و ایرادها است.
14051,دخ معادل خوب و نیکو است.
14052,بودار معادل معطر و عطرآگین است.
14053,تیررس برد تفنگ است.
14054,کفران معادل ناسپاسی است.
14055,رادون عنصر شیمیایی رادیواکتیو است.
14056,عبادت پرستش خداوند است.
14057,واج همراه هاج است.
14058,شخص معادل انسان و آدمی است.
14059,نخی پارچه پنبه‌ای است.
14060,لغت نامه اثر دهخدا است.
14061,سپهر معادل اسمان و فلک است.
14062,تدبر معادل اندیشیدن است.
14063,جامد حالتی از ماده است.
14064,نینی معادل نوزاد است.
14065,ضربت معادل زدن و کوبیدن است.
14066,اعرف معادل معروف‌تر است.
14067,یادآوری معادل تذکر و خاطرنشان است.
14068,ورا معادل پشت و عقب است.
14069,ولا معادل قرابت و خویشی است.
14070,به دست آورده شده، مکتسب است.
14071,تابان معادل نور و روشنی است.
14072,زیست بوم مناطق زندگی تمام گیاهان، جانوران و سایر موجودات با شرایط طبیعی محیط در یک منطقه ویژه است.
14073,معرق هنر تکه‌های ریز ریز است.
14074,کیموس مخلوط غذا و شیره معده است.
14075,غما سقف خانه است.
14076,قرا جمع قاری است.
14077,در ساعت ۵:۲۶ بامداد روز جمعه ۵ دی ۱۳۸۲ به مدت ۱۲ ثانیه اتفاق افتاد، زلزله بم است.
14078,زادبوم معادل میهن و وطن است.
14079,سبک مغز کم خرد است.
14080,عکس العمل معادل واکنش است.
14081,سماق مکیدن کنایه از کار بیهوده کردن است.
14082,واریکوسل از بیماری‌های آقایان است.
14083,موخوره از بیماری‌های پوستی است.
14084,انتقام کینه توزی است.
14085,اقدس معادل پاکیزه‌تر است.
14086,کرخت بی حس است.
14087,میرشکار مهتر صیادان است.
14088,صبح آغاز بامداد است.
14089,متیل سلولز دارویی جهت درمان یبوست است.
14090,مرغ سوخاری از غذاها است.
14091,هار رشته مروارید است.
14092,حسد معادل رشک است.
14093,پل گوگن از نقاشان فرانسوی است.
14094,طعام معادل غذا و خوراکی است.
14095,ندبه دعای صبح جمعه است.
14096,صدرا معادل والامقام است.
14097,کیو از حروف لاتین است.
14098,اتیلن گازی بی رنگ و قابل اشتعال است.
14099,داشاد معادل عطا و بخشش است.
14100,نوم معادل خوابیدن است.
14101,ابد مقابل ازل است.
14102,رهن گرو گذاشتن است.
14103,اسید تیزاب آزمایشگاه است.
14104,تی چای خارجی است.
14105,نهفته معادل پوشیده و مخفی است.
14106,طهور پاک کردن است.
14107,شار معادل کشور و مملکت است.
14108,یغر زمخت و درشت اندام است.
14109,کنارک از شهرهای سیستان و بلوچستان است.
14110,باسیل باکتری میله‌ای شکل است.
14111,بطر شادی مفرط است.
14112,نهاد معادل سرشت و طبیعت است.
14113,حسان بسیار خوب است.
14114,باری معادل کامیون است.
14115,کیگالی پایتخت روآندا است.
14116,پویان معادل شتابان است.
14117,ترش کباب غذای گیلانی است.
14118,لانتوری فیلمی به کارگردانی درمیشیان است.
14119,انطفا فرو نشستن آتش است.
14120,در سانسکریت نخستین انسانی که مرگ بر او چیره شده، یمه است.
14121,طرار جیب بر و دزد است.
14122,صل باران زیاد است.
14123,ننه مادر بزرگ خودمانی است.
14124,گندنا نام دیگر سبزی تره است.
14125,هویکنس مخترع ساعت دیواری است.
14126,ندر معادل کمیاب و نادر است.
14127,بافرغ موبد موبدان آتشکده آذرگشسب است.
14128,هاک دهان دره است.
14129,ولخرج و اسراف کننده، باد دست است.
14130,طه سوره قرآن است.
14131,کشند بالا و پایین رفتن متناوب آب دریا است.
14132,فکس معادل دورنگار است.
14133,الیاس از انبیاء الهی است.
14134,باریسال ایالتی در بنگلادش است.
14135,ملودرام، فیلم یا نمایشی که آمیخته‌ای از صحنه‌های تفریحی و غم انگیز است.
14136,پلیدی معادل آلودگی و خباثت است.
14137,اپراتور کاربر کامپیوتر است.
14138,پر افاده معادل پرمدعا و خودستا است.
14139,پل فنی در کشتی است.
14140,حاجات معادل نیازها و خواهش‌ها است.
14141,جزئی معادل اندک است.
14142,شبح سیاهی جسم است.
14143,تمو چهلمین امپراتوری ژاپن است.
14144,شگا معادل ترکش و تیردان است.
14145,کشوری که از نظر صنعتی و نظامی از همه کشورها قوی‌تر باشد، ابر قدرت است.
14146,سند معادل مدرک و نوشته است.
14147,بزرگراه معادل اتوبان است.
14148,انقضا سپری شدن است.
14149,برخی در خواب می‌کشند، خرناس است.
14150,پرز موی نرم است.
14151,داش مخفف داداش است.
14152,ابن فرزند پسر است.
14153,جار معادل بانگ و فریاد است.
14154,الرد تور کاهکشی است.
14155,پزش معادل پختن است.
14156,شقاق مخالفت کردن است.
14157,تپلی معادل گرد و چاق است.
14158,ور معادل پرگویی است.
14159,یشماق نقاب زنان ترک است.
14160,رز درخت انگور است.
14161,راح معادل نشاط و سرور است.
14162,سان بازدید از رژه است.
14163,جسد پیکر مرده است.
14164,بهتان معادل افترا و تهمت است.
14165,آب کره معادل هیدروسفر است.
14166,فرزند معادل بچه و اولاد است.
14167,جنگل معادل بیشه است.
14168,مسیر معادل جاده و راه است.
14169,سوسن نام گلی زیبا است.
14170,قطعی معادل حتمی است.
14171,هاضمه دستگاه گوارش است.
14172,عدلیه اداره دادگستری در قدیم است.
14173,ترقه، نوعی وسیله بازی که دارای ماده منفجره ضعیفی است.
14174,عبادتی که واجب نباشد، نافله است.
14175,عطر مایه معادل فارسی اسانس است.
14176,مسئول معادل متصدی و سرپرست است.
14177,آنارشی معادل هرج‌ومرج و بی‌نظمی است.
14178,گم شده، مفقود است.
14179,هنرکده جای آموزش‌هنر است.
14180,هجده از اعداد دو رقمی بین ده تا بیست است.
14181,نکوهیدن سرزنش کردن است.
14182,خریداری معادل ابتیاع است.
14183,بسیم معادل خنده‌رو است.
14184,گنج معادل دفینه است.
14185,شکرپاره زردآلوی شیرین است.
14186,مهوش صبرکن از بازیگران سریال خاطره‌انگیز پس از باران است.
14187,سارس بیماری چینی است.
14188,یمگان شهر مدفن ناصرخسرو است.
14189,دروازه غار دروازه کهن تهران است.
14190,مادام معادل همیشه است.
14191,غنایم جمع غنیمت است.
14192,جیرفت از شهرهای استان‌ کرمان است.
14193,آپیا پایتخت ساموآ است.
14194,راهبرد معادل استراتژی است.
14195,دادگاه معادل محکمه است.
14196,تنگه شاخه‌ای از دریا است.
14197,دهگان مرتبه دوم اعداد است.
14198,رقابت هم چشمی است.
14199,انزوا گوشه نشینی است.
14200,زهره از سیارات منظومه شمسی است.
14201,بابت معادل وجه و جهت است.
14202,خمپاره از مهمات جنگی است.
14203,یک دندگی معادل لجاجت است.
14204,شاهرود از شهرهای استان‌ سمنان است.
14205,انگل کسی است که سربار سایرین شود و به هزینه دیگران روز بگذراند.
